projektzuordnung,aktenzeichen,aussergerichtliche_za_verschickt_datum,vergleich_annahme_durch_VW,I. Instanz: Urteil,Verkauft,Verkaufspreis,FIN,Gebühren erhalten,"Gebühren abweichend von 2,8",extracted_amount,EUR Amount
sk_grossmigration_2021,000719-2022/001:00,1/24/2022 7:08,7/25/2023,Vergleich,0,,WAUZZZ4G8BN035073,"€ 1,212.61",,"1.212,61 EUR","1.212,61 "
sk_grossmigration_2021,000715-2022/001:00,1/19/2022 8:25,7/26/2023,Vergleich,0,,WV2ZZZ2KZDX104525,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,000725-2022/001:00,1/18/2022 13:46,7/26/2023,Vergleich,0,,TMBJF93T6D9055227,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000695-2022/001:00,1/14/2022 11:19,7/26/2023,Vergleich,0,,WAUZZZ4G9DN148355,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000670-2022/001:00,1/14/2022 11:11,7/26/2023,Vergleich,0,,VSSZZZ7NZFV505590,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000752-2022/001:00,1/19/2022 15:05,9/29/2023,Vergleich,0,,TMBUH61Z7A2071874,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000696-2022/001:00,1/14/2022 11:20,9/29/2023,Vergleich,0,,WVWZZZ3CZCE702466,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000778-2022/001:00,1/19/2022 15:16,9/29/2023,Vergleich,0,,WAUZZZ8K4EA040197,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000612-2022/001:00,1/13/2022 13:57,7/26/2023,Vergleich,0,,WVGZZZ1TZEW086305,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000709-2022/001:00,1/14/2022 11:39,7/26/2023,Vergleich,0,,WAUZZZ8T3DA004542,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000776-2022/001:00,1/14/2022 11:30,10/19/2023,Vergleich,0,,WVWZZZ1KZDM678013,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000700-2022/001:00,1/14/2022 11:21,9/29/2023,Vergleich,0,,WAUZZZ8K29A155791,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000712-2022/001:00,1/14/2022 11:40,9/29/2023,Vergleich,0,,VSSZZZ7NZFV501500,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,006401-2022/001:00,2/25/2022 11:42,7/25/2023,Vergleich,0,,WVWZZZ3CZCE035986,"€ 1,398.25",,"1.398,25 EUR","1.398,25 "
sk_grossmigration_2021,000731-2022/001:00,1/14/2022 12:57,10/2/2023,Vergleich,0,,WVGZZZ5NZEW117245,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000728-2022/001:00,1/18/2022 21:11,9/29/2023,Vergleich,0,,TRUZZZ8PXC1009408,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000735-2022/001:00,1/24/2022 7:14,9/29/2023,Vergleich,0,,WVGZZZ5NZAW013067,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000739-2022/001:00,1/24/2022 7:15,7/26/2023,Vergleich,0,,VSSZZZ7NZEV504857,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000740-2022/001:00,1/24/2022 8:11,9/29/2023,Vergleich,0,,VSSZZZ7NZBV510893,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000758-2022/001:00,1/24/2022 8:16,7/26/2023,Vergleich,0,,TMBJE73T4F9008451,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000784-2022/001:00,1/14/2022 11:34,9/29/2023,Vergleich,0,,WVWZZZ3CZDE032714,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000794-2022/001:00,1/14/2022 11:41,2/9/2024,Vergleich,0,,WVWZZZ6RZBY135601,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,000805-2022/001:00,1/14/2022 11:47,10/19/2023,Vergleich,0,,WVGZZZ1TZDW004062,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000037-2022/001:00,1/4/2022 10:17,7/26/2023,Vergleich,1,8700,WAUZZZ8K7DA246368,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000812-2022/001:00,1/14/2022 11:52,7/26/2023,Vergleich,0,,WAUZZZ8U4ER077494,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000746-2022/001:00,1/20/2022 9:37,9/29/2023,Vergleich,0,,WVGZZZ5NZEW040022,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000748-2022/001:00,1/20/2022 9:40,11/6/2023,Vergleich,0,,WVGZZZ1TZCW069215,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000766-2022/001:00,1/20/2022 9:46,9/29/2023,Vergleich,0,,VSSZZZ7NZDV507388,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000769-2022/001:00,1/20/2022 9:47,9/29/2023,Vergleich,0,,WVWZZZ1KZCW558709,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000774-2022/001:00,1/20/2022 9:49,9/29/2023,Vergleich,0,,WVWZZZ3CZFE043693,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000785-2022/001:00,1/20/2022 9:51,9/29/2023,Vergleich,0,,WVWZZZ1KZCK029269,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000168-2022/001:00,1/11/2022 10:35,9/29/2023,Vergleich,0,,WVGZZZ5NZFW109502,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000793-2022/001:00,3/23/2022 12:53,11/6/2023,Vergleich,1,20000,WVWZZZ7NZEV001182,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000764-2022/001:00,1/24/2022 8:17,9/29/2023,Vergleich,0,,WVGZZZ5NZFW040234,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,000767-2022/001:00,1/24/2022 8:19,9/29/2023,Vergleich,0,,WVGZZZ5NZCW089364,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000831-2022/001:00,1/24/2022 8:26,10/2/2023,Vergleich,0,,WAUZZZ8R4AA003531,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,000832-2022/001:00,1/24/2022 8:27,7/26/2023,Vergleich,0,,WVGZZZ5NZFW563765,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,000791-2022/001:00,1/19/2022 15:21,9/29/2023,Vergleich,0,,WVWZZZ7NZCV034513,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000830-2022/001:00,1/19/2022 15:45,7/26/2023,Vergleich,0,,WVWZZZ7NZDV012840,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,000833-2022/001:00,1/19/2022 15:47,11/8/2023,Vergleich,1,8900,WVWZZZ7NZCV037786,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000847-2022/001:00,1/18/2022 14:52,11/8/2023,Vergleich,1,,WV2ZZZ2KZEX027208,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000087-2022/001:00,1/10/2022 9:56,9/29/2023,Vergleich,0,,TRUZZZ8P7B1008280,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000852-2022/001:00,1/18/2022 14:55,10/19/2023,Vergleich,0,,WVGZZZ1TZDW063447,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000088-2022/001:00,1/10/2022 10:01,9/29/2023,Vergleich,0,,WVGZZZ1TZDW087185,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000877-2022/001:00,1/18/2022 17:32,7/26/2023,Vergleich,0,,VSSZZZ7NZFV513491,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000772-2022/001:00,1/14/2022 13:04,9/29/2023,Vergleich,0,,WAUZZZ8K8AA007360,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000884-2022/001:00,1/19/2022 20:07,2/1/2024,Vergleich,0,,WVGZZZ1TZCW119369,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000786-2022/001:00,1/14/2022 13:06,9/30/2024,Vergleich,1,9405,WVGZZZ5NZ9W054159,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,000864-2022/001:00,1/19/2022 16:03,9/29/2023,Vergleich,0,,TMBJF73T4B9052697,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000868-2022/001:00,1/19/2022 16:07,9/29/2023,Vergleich,0,,WVGZZZ5NZ9W085291,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000871-2022/001:00,1/19/2022 16:08,11/13/2023,Vergleich,0,,WVWZZZ1KZDM635793,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000887-2022/001:00,1/19/2022 16:18,9/29/2023,Vergleich,0,,WAUZZZ8U3CR058108,"€ 1,787.30",,"1.787,30 EUR","1.787,30 "
sk_grossmigration_2021,000932-2022/001:00,1/19/2022 20:17,10/19/2023,Vergleich,0,,TMBLE75L8E6031236,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000933-2022/001:00,1/19/2022 20:19,9/29/2023,Vergleich,0,,TMBHE61Z3C2128469,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000896-2022/001:00,1/19/2022 20:33,7/26/2023,Vergleich,0,,WVGZZZ5NZFW521683,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,000908-2022/001:00,1/19/2022 20:37,9/29/2023,Vergleich,0,,WVWZZZ7NZCV011038,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000935-2022/001:00,3/7/2022 13:18,10/2/2023,Vergleich,0,,WAUZZZ8P5AA088961,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000101-2022/001:00,1/10/2022 10:58,10/19/2023,Vergleich,0,,TMBHT21Z4D2135351,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000086-2022/001:00,1/11/2022 9:01,9/29/2023,Vergleich,0,,WVGZZZ5NZEW033569,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000798-2022/001:00,1/14/2022 13:09,9/29/2023,Vergleich,0,,TMBJC75L0D6024745,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001248-2022/001:00,1/18/2022 15:16,9/29/2023,Vergleich,0,,WVGZZZ5NZDW091602,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000916-2022/001:00,1/19/2022 20:47,9/29/2023,Vergleich,0,,VSSZZZ7NZDV511655,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000921-2022/001:00,1/19/2022 20:52,9/29/2023,Vergleich,0,,WVWZZZ1KZCW543154,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000940-2022/001:00,2/21/2022 7:55,9/29/2023,Vergleich,0,,WVWZZZ3CZFE016703,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000802-2022/001:00,1/22/2022 14:32,9/29/2023,Vergleich,0,,WVGZZZ1TZFW049696,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000164-2022/001:00,1/11/2022 9:06,9/29/2023,Vergleich,0,,WAUZZZ8R6BA072299,"€ 2,674.41",,"2.674,41 EUR","2.674,41 "
sk_grossmigration_2021,000927-2022/001:00,1/19/2022 20:59,9/29/2023,Vergleich,0,,VSSZZZ7NZCV508630,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000930-2022/001:00,1/19/2022 21:02,9/29/2023,Vergleich,0,,TMBEJ6NH8F4545966,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000946-2022/001:00,1/20/2022 14:25,11/6/2023,Vergleich,0,,TMBJF73T7C9062061,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000949-2022/001:00,3/7/2022 13:15,9/29/2023,Vergleich,0,,WVGZZZ1TZCW053340,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000943-2022/001:00,2/7/2022 11:44,10/19/2023,Vergleich,0,,WVGZZZ5NZCW563667,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000950-2022/001:00,2/7/2022 12:58,9/29/2023,Vergleich,0,,TMBHT61Z3C2156035,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000804-2022/001:00,1/22/2022 14:33,9/29/2023,Vergleich,0,,WV2ZZZ2KZCX084171,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000952-2022/001:00,3/10/2022 13:45,9/29/2023,Vergleich,0,,WVGZZZ5NZFW576339,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000957-2022/001:00,3/10/2022 13:54,9/29/2023,Vergleich,0,,WVGZZZ5NZDW082133,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000978-2022/001:00,1/19/2022 14:53,10/2/2023,Vergleich,0,,wvwzzz7nzcv024049,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000969-2022/001:00,2/11/2022 7:24,9/29/2023,Vergleich,0,,WVGZZZ1TZFW003181,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,000973-2022/001:00,2/11/2022 7:23,11/13/2023,Vergleich,0,,WAUZZZ8P3BA051960,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001601-2022/001:00,1/20/2022 9:29,9/29/2023,Vergleich,0,,WVWZZZ6RZAY004236,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001001-2022/001:00,1/22/2022 14:45,7/26/2023,Vergleich,0,,WVWZZZ1KZDW057044,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000977-2022/001:00,3/10/2022 15:20,7/25/2023,Vergleich,0,,TMBJE73T1D9050685,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000146-2022/001:00,1/12/2022 8:20,7/26/2023,Vergleich,0,,vsszzz7nzdv518855,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,001012-2022/001:00,1/22/2022 14:50,9/29/2023,Vergleich,1,11400,VSSZZZ7NZCV517592,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000848-2022/001:00,1/22/2022 14:38,10/19/2023,Vergleich,0,,WVWZZZ3CZCP061680,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000988-2022/001:00,3/8/2022 14:09,10/19/2023,Vergleich,0,,WAUZZZ8P29A087620,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,001007-2022/001:00,1/20/2022 17:29,11/8/2023,Vergleich,0,,WVGZZZ5NZCW094980,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,001027-2022/001:00,1/20/2022 17:31,9/29/2023,Vergleich,0,,WAUZZZ8K59A169376,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001036-2022/001:00,1/20/2022 17:33,10/19/2023,Vergleich,0,,VSSZZZ5PZAR024806,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001040-2022/001:00,1/20/2022 17:41,9/29/2023,Vergleich,0,,WV2ZZZ2KZEX092209,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,001594-2022/001:00,1/21/2022 8:15,9/29/2023,Vergleich,0,,WVWZZZ3CZBE750031,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001015-2022/001:00,2/11/2022 7:08,9/29/2023,Vergleich,0,,WVWZZZ3CZBE307866,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,001021-2022/001:00,1/22/2022 14:51,9/29/2023,Vergleich,0,,WVWZZZ1KZEW534384,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001590-2022/001:00,1/19/2022 15:33,9/29/2023,Vergleich,0,,WVGZZZ5NZBW095632,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,001045-2022/001:00,1/22/2022 14:53,9/29/2023,Vergleich,0,,WAUZZZ8K3EA127296,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001105-2022/001:00,1/19/2022 16:26,10/19/2023,Vergleich,0,,TMBUH61Z6B2149451,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001110-2022/001:00,1/19/2022 16:31,9/29/2023,Vergleich,0,,WVGZZZ5NZEW113222,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001078-2022/001:00,1/20/2022 9:41,10/10/2023,Vergleich,0,,WVGZZZ1TZFW083471,"€ 1,675.50",,"1.675,50 EUR","1.675,50 "
sk_grossmigration_2021,001088-2022/001:00,1/20/2022 9:44,9/29/2023,Vergleich,0,,TMBLD75L3F6074791,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001026-2022/001:00,3/18/2022 8:15,10/19/2023,Vergleich,0,,WV1ZZZ2KZDX102640,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,001050-2022/001:00,3/17/2022 11:58,9/29/2023,Vergleich,0,,WVWZZZ1KZEW518253,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001065-2022/001:00,3/16/2022 16:35,9/29/2023,Vergleich,0,,WVWZZZ1KZAW602050,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,001067-2022/001:00,3/17/2022 8:48,7/26/2023,Vergleich,0,,WV2ZZZ2KZEX010796,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000174-2022/001:00,1/11/2022 16:05,7/26/2023,Vergleich,0,,WVGZZZ1TZFW052618,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001113-2022/001:00,1/18/2022 11:56,9/29/2023,Vergleich,0,,WVGZZZ5NZAW108962,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,001253-2022/001:00,1/20/2022 14:54,2/23/2024,Vergleich,0,,TMBJT95L0C6017546,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001254-2022/001:00,1/18/2022 14:50,9/29/2023,Vergleich,0,,WVWZZZ6RZEY001808,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001072-2022/001:00,3/16/2022 15:10,9/29/2023,Vergleich,0,,VSSZZZ7NZDV509292,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001074-2022/001:00,3/16/2022 14:30,6/7/2024,Vergleich,0,,WV2ZZZ2KZFX127583,"€ 1,212.61",,"1.212,61 EUR","1.212,61 "
sk_grossmigration_2021,001076-2022/001:00,3/16/2022 14:51,9/29/2023,Vergleich,0,,WVGZZZ1TZDW085530,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001087-2022/001:00,3/16/2022 14:09,1/6/2024,Vergleich,0,,WVWZZZ3CZAE041271,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,001092-2022/001:00,3/16/2022 12:54,10/19/2023,Vergleich,0,,WVWZZZ6RZAY180544,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,001094-2022/001:00,3/16/2022 13:04,9/29/2023,Vergleich,0,,WVWZZZ3CZDE127048,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001099-2022/001:00,3/16/2022 12:10,9/29/2023,Vergleich,0,,WVGZZZ5NZEW517104,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000176-2022/001:00,1/11/2022 16:23,7/26/2023,Vergleich,0,,WVGZZZ5NZFW112415,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,001103-2022/001:00,3/16/2022 10:42,9/29/2023,Vergleich,0,,WVWZZZ7NZDV017743,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001108-2022/001:00,3/16/2022 11:12,9/29/2023,Vergleich,0,,WVGZZZ5NZDW041697,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,001109-2022/001:00,3/16/2022 11:49,7/26/2023,Vergleich,0,,TMBLD75L3F6060115,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001114-2022/001:00,1/18/2022 21:17,10/19/2023,Vergleich,0,,WVWZZZ3CZCE043957,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001829-2022/001:00,1/21/2022 9:28,10/2/2023,Vergleich,0,,WVWZZZ7NZEV012796,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001115-2022/001:00,1/18/2022 21:19,9/29/2023,Vergleich,0,,TMBEL6NH3E4534964,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001119-2022/001:00,1/18/2022 21:23,7/25/2023,Vergleich,0,,TMBLC75L6C6035899,€ 619.99,,"619,99 EUR","619,99 "
sk_grossmigration_2021,000114-2022/001:00,1/10/2022 13:06,10/19/2023,Vergleich,0,,WVWZZZ3CZBE740441,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,001090-2022/001:00,2/11/2022 7:59,1/6/2024,Vergleich,1,5500,TMBCT21Z1B8031906,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,001127-2022/001:00,1/18/2022 21:29,9/29/2023,Vergleich,0,,VSSZZZ7NZEV514705,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,001131-2022/001:00,1/18/2022 21:33,9/29/2023,Vergleich,0,,WVGZZZ5NZEW529045,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001351-2022/001:00,1/18/2022 21:14,11/8/2023,Vergleich,0,,TMBEH61Z9C2098808,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000858-2022/001:00,1/22/2022 14:41,9/29/2023,Vergleich,0,,WVGZZZ5NZEW105295,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001135-2022/001:00,1/18/2022 17:43,7/25/2023,Vergleich,0,,VSSZZZ7NZDV507820,"€ 1,119.79",,"1.119,79 EUR","1.119,79 "
sk_grossmigration_2021,001136-2022/001:00,1/18/2022 17:44,1/6/2024,Vergleich,0,,WVGZZZ5NZEW504025,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,001139-2022/001:00,1/18/2022 17:47,10/19/2023,Vergleich,0,,WVWZZZ1KZDM621101,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000117-2022/001:00,1/10/2022 13:15,10/19/2023,Vergleich,0,,VSSZZZ6JZER067769,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,001077-2022/001:00,2/11/2022 8:28,10/19/2023,Vergleich,0,,VSSZZZ6JZBR000410,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001142-2022/001:00,1/18/2022 17:50,10/19/2023,Vergleich,0,,WVGZZZ1TZCW115735,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000119-2022/001:00,1/10/2022 13:20,9/29/2023,Vergleich,0,,WVGZZZ5NZAW018057,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001149-2022/001:00,1/18/2022 17:58,9/29/2023,Vergleich,0,,WVGZZZ1TZCW116367,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000121-2022/001:00,1/10/2022 13:28,10/19/2023,Vergleich,0,,wvwzzz7NZBV011206,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,001155-2022/001:00,1/18/2022 18:05,9/29/2023,Vergleich,0,,WAUZZZ8U1DR008406,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001157-2022/001:00,1/18/2022 18:08,9/29/2023,Vergleich,0,,WVGZZZ1TZFW002295,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001160-2022/001:00,1/18/2022 18:12,10/19/2023,Vergleich,0,,WVWZZZ6RZBY006923,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000124-2022/001:00,1/10/2022 13:35,9/29/2023,Vergleich,0,,WVGZZZ5NZBW022079,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,001164-2022/001:00,2/11/2022 6:14,10/19/2023,Vergleich,0,,WVWZZZ3CZCE051693,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,001174-2022/001:00,1/20/2022 5:47,7/26/2023,Vergleich,0,,WAUZZZ8R2DA092679,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,001181-2022/001:00,1/20/2022 5:56,10/19/2023,Vergleich,0,,WVWZZZ3CZ9E139625,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,001182-2022/001:00,1/20/2022 5:57,7/25/2023,Vergleich,0,,VSSZZZ7NZCV506359,"€ 1,212.61",,"1.212,61 EUR","1.212,61 "
sk_grossmigration_2021,001188-2022/001:00,1/22/2022 8:53,7/26/2023,Vergleich,0,,VSSZZZ7NZEV511866,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,001194-2022/001:00,1/22/2022 8:57,10/19/2023,Vergleich,0,,TMBJJ63T3C9033634,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001200-2022/001:00,1/22/2022 9:06,9/29/2023,Vergleich,0,,WVGZZZ1TZDW072517,"€ 2,467.17",,"2.467,17 EUR","2.467,17 "
sk_grossmigration_2021,001206-2022/001:00,3/16/2022 11:47,9/29/2023,Vergleich,0,,TMBLE75L1B6057947,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,001208-2022/001:00,3/16/2022 11:28,7/26/2023,Vergleich,0,,TMBLD75LXF6065487,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
