projektzuordnung,aktenzeichen,aussergerichtliche_za_verschickt_datum,vergleich_annahme_durch_VW,I. Instanz: Urteil,Verkauft,Verkaufspreis,FIN,Gebühren erhalten,"Gebühren abweichend von 2,8",extracted_amount,EUR Amount
sk_grossmigration_2021,001209-2022/001:00,3/16/2022 9:59,7/26/2023,Vergleich,0,,TMBLF73T7F9026299,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,001219-2022/001:00,3/16/2022 9:14,9/29/2023,Vergleich,0,,WVWZZZ7NZFV029681,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,001231-2022/001:00,3/4/2022 15:16,9/29/2023,Vergleich,0,,WVWZZZ1KZCW531465,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001236-2022/001:00,3/16/2022 10:05,9/29/2023,Vergleich,0,,WVWZZZ3CZEE015891,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001276-2022/001:00,1/24/2022 8:48,10/19/2023,Vergleich,0,,WVWZZZ3CZBE301197,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001277-2022/001:00,1/24/2022 8:50,11/8/2023,Vergleich,1,5025,TMBEL6NH2E4528363,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000239-2022/001:00,1/25/2022 13:21,9/29/2023,Vergleich,0,,WAUZZZ8K0AA022726,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,004612-2022/001:00,2/9/2022 7:53,9/29/2023,Vergleich,0,,WVGZZZ1TZCW083180,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001302-2022/001:00,1/24/2022 9:15,9/29/2023,Vergleich,0,,WVWZZZ1FZBV010680,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,001315-2022/001:00,1/24/2022 9:25,9/29/2023,Vergleich,0,,TMBJF73T5E9008132,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000241-2022/001:00,1/25/2022 13:25,7/26/2023,Vergleich,0,,WVGZZZ1TZEW000285,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001317-2022/001:00,1/24/2022 9:28,9/29/2023,Vergleich,0,,WVGZZZ1TZEW089321,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001259-2022/001:00,1/18/2022 15:04,9/29/2023,Vergleich,0,,WVWZZZ3CZEE025674,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001239-2022/001:00,2/11/2022 7:29,9/29/2023,Vergleich,0,,WVGZZZ1TZCW064187,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,001265-2022/001:00,1/18/2022 15:09,9/29/2023,Vergleich,0,,WVWZZZ3CZ9E117469,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000243-2022/001:00,1/25/2022 13:29,9/29/2023,Vergleich,0,,WVGZZZ5NZDW058619,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,001244-2022/001:00,2/11/2022 7:38,10/2/2023,Vergleich,0,,WVWZZZ7NZCV033101,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,001294-2022/001:00,1/19/2022 16:43,9/29/2023,Vergleich,0,,WVGZZZ1TZCW078271,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001314-2022/001:00,1/19/2022 17:16,7/26/2023,Vergleich,0,,VSSZZZ7NZFV519172,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001326-2022/001:00,1/20/2022 14:58,10/2/2023,Vergleich,0,,WV1ZZZ2HZB8025286,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000244-2022/001:00,1/25/2022 13:37,10/2/2023,Vergleich,0,,WVWZZZ7NZDV014795,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001328-2022/001:00,1/20/2022 15:02,9/29/2023,Vergleich,0,,WVGZZZ1TZBW086943,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001331-2022/001:00,1/20/2022 15:06,9/29/2023,Vergleich,0,,WVGZZZ5NZBW120826,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000245-2022/001:00,1/25/2022 13:39,9/29/2023,Vergleich,0,,WAUZZZ8R6BA031039,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001324-2022/001:00,1/24/2022 9:32,11/13/2023,Vergleich,1,9125,WVGZZZ5NZCW031047,"€ 1,563.70",,"1.563,70 EUR","1.563,70 "
sk_grossmigration_2021,004613-2022/001:00,2/9/2022 7:55,9/29/2023,Vergleich,0,,WAUZZZ8U9CR028966,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,001330-2022/001:00,1/24/2022 9:36,7/25/2023,Vergleich,0,,WVGZZZ5NZCW517741,"€ 1,019.83",,"1.019,83 EUR","1.019,83 "
sk_grossmigration_2021,001335-2022/001:00,1/24/2022 9:39,10/19/2023,Vergleich,0,,WVWZZZ1KZCM665242,€ 448.51,,"448,51 EUR","448,51 "
sk_grossmigration_2021,001338-2022/001:00,1/24/2022 9:40,10/19/2023,Vergleich,0,,WVWZZZ1KZAW365355,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,001320-2022/001:00,1/18/2022 18:36,9/29/2023,Vergleich,0,,WVGZZZ1TZEW032378,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001321-2022/001:00,1/18/2022 18:38,7/26/2023,Vergleich,0,,TMBLF73T8F9011472,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,001350-2022/001:00,1/18/2022 18:48,9/29/2023,Vergleich,0,,WVGZZZ5NZDW062141,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001352-2022/001:00,1/18/2022 18:49,2/20/2024,Vergleich,0,,WVWZZZ1KZBW043485,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,001342-2022/001:00,1/20/2022 15:54,7/26/2023,Vergleich,0,,WVWZZZ6RZCY536099,"€ 1,340.10",,"1.340,10 EUR","1.340,10 "
sk_grossmigration_2021,001354-2022/001:00,1/24/2022 9:45,7/25/2023,Vergleich,0,,WV2ZZZ2KZBX209708,"€ 1,119.79",,"1.119,79 EUR","1.119,79 "
sk_grossmigration_2021,001356-2022/001:00,1/24/2022 9:48,9/29/2023,Vergleich,0,,WVGZZZ1TZFW024242,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001375-2022/001:00,1/24/2022 9:58,2/23/2024,Vergleich,0,,TMBJF73T2C9024821,"€ 1,130.50",,"1.130,50 EUR","1.130,50 "
sk_grossmigration_2021,001471-2022/001:00,1/19/2022 15:36,7/26/2023,Vergleich,1,10500,TMBLF73T1E9052279,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,000569-2022/001:00,1/13/2022 12:00,11/6/2023,Vergleich,0,,WVWZZZ3CZ8E204687,€ 448.51,,"448,51 EUR","448,51 "
sk_grossmigration_2021,000247-2022/001:00,1/12/2022 6:58,10/19/2023,Vergleich,0,,WVWZZZ1KZ9W535098,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,001533-2022/001:00,1/21/2022 9:29,10/2/2023,Vergleich,0,,WVGZZZ5NZBW090093,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000258-2022/001:00,1/12/2022 7:07,9/29/2023,Vergleich,0,,WAUZZZ8X9CB052946,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,001535-2022/001:00,1/20/2022 9:15,9/29/2023,Vergleich,0,,WVWZZZ3CZDE107681,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001418-2022/001:00,1/18/2022 19:15,9/18/2023,Vergleich,0,,WVGZZZ5NZDW626113,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,001421-2022/001:00,1/18/2022 19:19,9/29/2023,Vergleich,0,,WVWZZZ1KZEK008932,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001429-2022/001:00,1/18/2022 19:21,9/29/2023,Vergleich,0,,VSSZZZ6JZCR042461,€ 719.95,,"719,95 EUR","719,95 "
sk_grossmigration_2021,001437-2022/001:00,1/18/2022 19:25,10/2/2023,Vergleich,0,,WVGZZZ5NZCW049861,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001442-2022/001:00,1/18/2022 19:28,9/29/2023,Vergleich,0,,WVGZZZ5NZCW601437,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001426-2022/001:00,1/24/2022 10:05,9/29/2023,Vergleich,0,,WVGZZZ5NZEW049250,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000253-2022/001:00,1/25/2022 13:47,10/2/2023,Vergleich,0,,WVGZZZ5NZEW047943,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001430-2022/001:00,1/24/2022 10:11,10/19/2023,Vergleich,0,,WVWZZZ1KZCP019717,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001433-2022/001:00,1/24/2022 10:13,9/29/2023,Vergleich,0,,WVWZZZ3CZDE013878,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001435-2022/001:00,1/24/2022 10:45,10/19/2023,Vergleich,0,,WVWZZZ1KZAW418808,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001440-2022/001:00,1/24/2022 13:55,10/2/2023,Vergleich,0,,WVWZZZ16ZEM808360,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001469-2022/001:00,1/18/2022 19:45,10/19/2023,Vergleich,0,,WVWZZZ1KZBW024108,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,001483-2022/001:00,1/18/2022 19:52,10/19/2023,Vergleich,0,,WVWZZZ16ZDM624551,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000266-2022/001:00,1/17/2022 13:14,7/26/2023,Vergleich,0,,WV2ZZZ2KZEX085946,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,001505-2022/001:00,1/18/2022 20:04,9/29/2023,Vergleich,0,,WVWZZZ16ZEM816859,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,001586-2022/001:00,1/20/2022 8:45,10/10/2023,Vergleich,0,,WVWZZZ1FZEV004354,"€ 2,259.93",,"2.259,93 EUR","2.259,93 "
sk_grossmigration_2021,001466-2022/001:00,1/24/2022 11:26,9/29/2023,Vergleich,0,,WVGZZZ5NZBW076983,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001492-2022/001:00,1/24/2022 14:01,10/2/2023,Vergleich,0,,WVWZZZ7NZFV046674,"€ 1,563.70",,"1.563,70 EUR","1.563,70 "
sk_grossmigration_2021,001517-2022/001:00,1/24/2022 13:21,9/29/2023,Vergleich,0,,WVGZZZ1TZDW104609,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001521-2022/001:00,1/24/2022 13:27,7/25/2023,Vergleich,0,,WVWZZZ1KZAM004884,€ 719.95,,"719,95 EUR","719,95 "
sk_grossmigration_2021,001527-2022/001:00,1/24/2022 13:30,9/29/2023,Vergleich,0,,WVGZZZ5NZEW034446,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,001554-2022/001:00,1/20/2022 16:32,7/25/2023,Vergleich,0,,WAUZZZ8P9CA011187,"€ 1,212.61",,"1.212,61 EUR","1.212,61 "
sk_grossmigration_2021,000189-2022/001:00,1/11/2022 12:59,10/19/2023,Vergleich,0,,WV2ZZZ2KZDX099074,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000191-2022/001:00,1/11/2022 13:59,9/29/2023,Vergleich,0,,WVWZZZ7NZBV016623,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,001573-2022/001:00,1/21/2022 8:21,9/29/2023,Vergleich,0,,WVGZZZ5NZDW535139,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001445-2022/001:00,1/19/2022 8:42,9/29/2023,Vergleich,0,,WVWZZZ3CZDE081316,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,001575-2022/001:00,1/21/2022 8:24,10/19/2023,Vergleich,0,,WVGZZZ1TZEW040763,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000186-2022/001:00,1/12/2022 11:33,7/25/2023,Vergleich,0,,WVWZZZ3CZBE391174,"€ 1,119.79",,"1.119,79 EUR","1.119,79 "
sk_grossmigration_2021,000190-2022/001:00,1/12/2022 11:45,9/29/2023,Vergleich,0,,WVGZZZ5NZEW062214,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000201-2022/001:00,1/12/2022 12:13,10/19/2023,Vergleich,0,,WVWZZZ1KZBW574023,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000206-2022/001:00,1/11/2022 15:35,9/29/2023,Vergleich,0,,TMBJF73T4C9043810,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000218-2022/001:00,1/12/2022 9:27,7/25/2023,Vergleich,0,,WVGZZZ5NZBW063081,€ 919.87,,"919,87 EUR","919,87 "
sk_grossmigration_2021,000219-2022/001:00,1/12/2022 9:28,7/26/2023,Vergleich,0,,WAUZZZ8K8FA010685,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000223-2022/001:00,1/13/2022 8:50,9/29/2023,Vergleich,0,,WVGZZZ5NZAW079910,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,000277-2022/001:00,1/17/2022 14:02,9/29/2023,Vergleich,0,,WVWZZZ3CZCE149872,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,000281-2022/001:00,1/17/2022 14:18,7/26/2023,Vergleich,0,,VSSZZZ7NZFV505222,"€ 2,126.89",,"2.126,89 EUR","2.126,89 "
sk_grossmigration_2021,000284-2022/001:00,1/17/2022 14:31,9/29/2023,Vergleich,0,,TMBJT75L8E6041536,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000288-2022/001:00,1/17/2022 14:59,7/25/2023,Vergleich,0,,WVWZZZ1KZCW308324,€ 520.03,,"520,03 EUR","520,03 "
sk_grossmigration_2021,000224-2022/001:00,1/13/2022 8:55,9/29/2023,Vergleich,0,,WVWZZZ3CZCE091460,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000305-2022/001:00,1/12/2022 7:24,10/2/2023,Vergleich,0,,WVGZZZ1TZDW102947,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000311-2022/001:00,1/12/2022 7:28,10/19/2023,Vergleich,0,,WVGZZZ5NZ8W013252,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000312-2022/001:00,1/12/2022 7:29,10/19/2023,Vergleich,0,,TMBHT21Z6A8030917,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000327-2022/001:00,1/13/2022 7:05,11/6/2023,Vergleich,0,,WV2ZZZ2KZDX082918,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,000331-2022/001:00,1/13/2022 12:42,10/19/2023,Vergleich,0,,WVWZZZ6RZBU071836,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,000338-2022/001:00,1/13/2022 12:55,9/29/2023,Vergleich,0,,WVWZZZ6RZBY076960,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,000345-2022/001:00,1/13/2022 13:03,9/24/2024,Vergleich,0,,WAUZZZ8R2BA091688,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,000365-2022/001:00,1/13/2022 13:28,10/19/2023,Vergleich,0,,WVWZZZ16ZCM136204,€ 591.79,,"591,79 EUR","591,79 "
sk_grossmigration_2021,000368-2022/001:00,1/13/2022 13:30,7/26/2023,Vergleich,0,,WVWZZZ3czee026876,"€ 1,993.85",,"1.993,85 EUR","1.993,85 "
sk_grossmigration_2021,000372-2022/001:00,1/13/2022 13:32,10/19/2023,Vergleich,0,,WVGZZZ5NZAW075598,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,000317-2022/001:00,1/12/2022 10:16,9/29/2023,Vergleich,0,,WVWZZZ7NZCV043322,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,000318-2022/001:00,2/7/2022 6:31,9/29/2023,Vergleich,0,,TMBHE61Z8D2108980,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,000352-2022/001:00,1/12/2022 11:34,10/2/2023,Vergleich,0,,WVGZZZ5NZBW076129,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000362-2022/001:00,1/12/2022 11:42,7/26/2023,Vergleich,0,,WAUZZZ4G9EN146543,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,000364-2022/001:00,1/12/2022 11:43,9/29/2023,Vergleich,0,,WVWZZZ3CZBE357864,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000366-2022/001:00,1/12/2022 11:45,9/29/2023,Vergleich,0,,WVGZZZ1TZEW040792,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
sk_grossmigration_2021,000369-2022/001:00,1/12/2022 11:54,10/19/2023,Vergleich,0,,WVWZZZ3CZDE059348,€ 0.00,,"0,00 EUR","0,00 "
sk_grossmigration_2021,000373-2022/001:00,1/12/2022 15:09,9/29/2023,Vergleich,0,,WV1ZZZ2HZB8029322,"€ 1,594.72",,"1.594,72 EUR","1.594,72 "
sk_grossmigration_2021,002775-2021/001:00,1/18/2022 10:08,11/8/2023,Vergleich,1,11700,WVWZZZ1KZDW113166,"€ 1,164.89",,"1.164,89 EUR","1.164,89 "
sk_grossmigration_2021,002676-2021/001:00,1/10/2022 9:50,9/29/2023,Vergleich,0,,WVGZZZ5NZCW017645,"€ 1,308.17",,"1.308,17 EUR","1.308,17 "
sk_grossmigration_2021,002721-2021/001:00,1/13/2022 9:51,11/6/2023,Vergleich,1,7744,WVWZZZ1KZCW572132,€ 878.34,,"878,34 EUR","878,34 "
sk_grossmigration_2021,002750-2021/001:00,1/7/2022 10:56,9/29/2023,Vergleich,0,,WVGZZZ1TZEW036999,"€ 1,727.76",,"1.727,76 EUR","1.727,76 "
sk_grossmigration_2021,002779-2021/001:00,1/13/2022 10:47,11/8/2023,Vergleich,1,5000,WVWZZZ3CZDE053624,€ 735.06,,"735,06 EUR","735,06 "
sk_grossmigration_2021,002690-2021/001:00,1/11/2022 11:44,9/29/2023,Vergleich,0,,WVGZZZ5NZFW075090,"€ 1,860.80",,"1.860,80 EUR","1.860,80 "
sk_grossmigration_2021,002694-2021/001:00,1/10/2022 15:25,11/8/2023,Vergleich,0,,WVWZZZ1KZDW075625,"€ 1,021.62",,"1.021,62 EUR","1.021,62 "
sk_grossmigration_2021,002667-2021/001:00,1/10/2022 11:50,9/29/2023,Vergleich,0,,WVGZZZ5NZEW542234,"€ 1,451.44",,"1.451,44 EUR","1.451,44 "
